year,title,place,duration,playtime,playage,male,female,10s,20s,30s,40s,50s,category,코미디,판타지,미스터리,공포,액션,가족,모험,전쟁,시대극,범죄,로맨스,종교,퀴어,스포츠,정치,법정,재난,성장,소설원작,영화원작,실화기반,우정,청춘,복수,키즈,폭력,선정,드라마,스릴러,image_url
2021,검은 사제들,대학로 유니플렉스 1관,2021.02.25 ~2021.05.30,100분,중학생이상 관람가,5.7,94.3,5.1,46.8,33.4,10.8,2.7,"['영화원작','공포','종교']",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://ticketimage.interpark.com/Play/image/large/21/21000082_p.gif
2021,"아르토, 고흐",대학로 유니플렉스 2관,2021.08.06 ~2021.10.03,90분,만 13세이상,2.1,97.9,8.5,45.9,33.7,8.4,1.8,"['공포','성장']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://ticketimage.interpark.com/Play/image/large/21/21005913_p.gif
2022,태양의서커스 - 뉴 알레그리아,잠실종합운동장 내 빅탑,2022.10.20 ~2023.01.01,140분(인터미션 30분 포함),전체관람가,34.1,65.9,1,19,33.7,32.9,10.8,"['판타지','액션'] ",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://ticketimage.interpark.com/Play/image/large/22/22009029_p.gif
2022,엘리자벳,블루스퀘어 신한카드홀,2022.08.30 ~2022.11.13,170분(인터미션 20분 포함),8세이상 관람가능,20,80,4.9,37,30.4,18,8,"['시대극', '로맨스', '실화기반', '미스터리'] ",0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,https://ticketimage.interpark.com/Play/image/large/22/22008801_p.gif
2022,물랑루즈!,블루스퀘어 신한카드홀,2022.12.16 ~2023.03.05,170분(인터미션 20분 포함),14세 이상 관람가,20.8,79.2,5.1,33.1,33.5,19.6,7.2,"['영화원작','로맨스']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://ticketimage.interpark.com/Play/image/large/22/22014586_p.gif
2022,데스노트 (The Musical Death Note),충무아트센터 대극장,2022.04.01 ~2022.06.19,160분(인터미션 20분 포함),14세 이상 관람가,14,86,6.9,51.7,26.6,10,4.1,"['소설원작','미스터리','스릴러','범죄','복수']",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,https://ticketimage.interpark.com/Play/image/large/23/23002291_p.gif
2022,사의찬미,대학로 TOM(티오엠) 1관,2022.07.27 ~2022.10.09,110분,만 13세이상,4.3,95.7,5.7,48,31.8,11.2,2.2,"['실화기반','로맨스','폭력']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,https://ticketimage.interpark.com/Play/image/large/22/22008657_p.gif
2022,미세스 다웃파이어,샤롯데씨어터,2022.08.30 ~2022.11.08,175분(인터미션 20분 포함),8세이상 관람가능,19.7,80.3,2.4,25,32.7,27.3,10.6,"['영화원작','가족','성장']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,https://ticketimage.interpark.com/Play/image/large/22/22008449_p.gif
2022,여신님이 보고 계셔,대학로 유니플렉스 1관,2022.11.08 ~2023.03.01,120분,만 10세이상,4.3,95.7,7.8,48.8,31.3,9.1,2.4,"['우정','성장','도전']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,https://ticketimage.interpark.com/Play/image/large/22/22013053_p.gif
2022,마타하리,샤롯데씨어터,2022.05.28 ~2022.08.15,180분(인터미션 20분 포함),8세이상 관람가능,21.6,78.4,4.6,33.2,30.5,21.2,8.8,"['시대극','정치','로맨스','미스터리','선정']",0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,https://ticketimage.interpark.com/Play/image/large/22/22004500_p.gif
2022,브로드웨이 42번가,예술의전당 CJ 토월극장,2022.11.05 ~2023.01.15,160분(인터미션 20분 포함),8세이상 관람가능,26.4,73.6,3.2,23,28.7,27.6,14.4,"['청춘','성장','우정','소설원작']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,https://ticketimage.interpark.com/Play/image/large/22/22012589_p.gif
2022,지저스 크라이스트 수퍼스타,광림아트센터 BBCH홀,2022.11.10 ~2023.01.15,135분(인터미션 20분 포함),미취학아동입장불가,19.6,80.4,4.6,33.7,28.2,19.9,11.3,"['시대극','종교','판타지']",0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://ticketimage.interpark.com/Play/image/large/22/22012033_p.gif
2022,웨스트 사이드 스토리,충무아트센터 대극장,2022.11.17 ~2023.02.26,175분(인터미션 20분 포함),14세 이상 관람가,12.2,87.8,6.2,34.5,29.5,19.1,8.9,"['소설원작','로맨스','시대극','범죄']",0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://ticketimage.interpark.com/Play/image/large/22/22012184_p.gif
2022,서편제,광림아트센터 BBCH홀,2022.08.12 ~2022.10.23,155분(인터미션 20분 포함),8세이상 관람가능,17.6,82.4,3.9,40,32.4,14.7,6.5,"['소설원작','드라마','가족']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,https://ticketimage.interpark.com/Play/image/large/22/22007536_p.gif
2022,웨스턴 스토리,대학로 유니플렉스 1관,2022.03.04 ~2022.05.22,145분(인터미션 15분 포함),만 13세이상,5.7,94.3,4.5,42.5,36.4,13,2.2,"['시대극','액션','복수']",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,https://ticketimage.interpark.com/Play/image/large/22/22000934_p.gif
2022,사랑의 불시착,coex 신한카드 artium,2022.09.16 ~2022.11.13,170분(인터미션 20분 포함),8세이상 관람가능,16.5,83.5,6.8,39,30.9,16.5,5.9,"['판타지','로맨스','전쟁']",0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://ticketimage.interpark.com/Play/image/large/22/22009050_p.gif
2022,블루헬멧 : 메이사의 노래,디큐브 링크아트센터,2022.03.18 ~2022.05.08,150분(인터미션 15분 포함),8세이상 관람가능,2.6,97.4,4,46.5,33.6,12.9,2.4,"['전쟁','우정']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,https://ticketimage.interpark.com/Play/image/large/22/22000875_p.gif
2022,브론테,대학로 자유극장,2022.09.04 ~2022.11.13,90분,8세이상 관람가능,7.6,92.4,9.6,57.2,24.9,6,1.7,"['시대극','미스터리','가족']",0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://ticketimage.interpark.com/Play/image/large/22/22010373_p.gif
2022,블루맨그룹,coex 신한카드 artium,2022.06.15 ~2022.08.07,90분,6세이상,37,63,0.6,10.8,31.9,43.8,11,['액션'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://ticketimage.interpark.com/Play/image/large/22/22003599_p.gif
2022,라이온 킹,부산 드림씨어터,2022.04.01 ~2022.05.08,150분(인터미션 20분 포함),미취학아동입장불가,27.5,72.5,0.6,23.7,38,29.7,6.7,"['영화원작','가족','복수','모험']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,https://ticketimage.interpark.com/Play/image/large/22/22001582_p.gif
2022,리지,두산아트센터 연강홀,2022.03.24 ~2022.06.12,120분(인터미션 15분 포함),고등학생이상 관람가,7.6,92.4,5.9,58.8,25.7,6.7,2.4,"['실화기반','폭력','법정','복수','우정']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,https://ticketimage.interpark.com/Play/image/large/22/22001599_p.gif
2022,디아길레프,대학로 아트원씨어터 1관,2022.02.23 ~2022.05.15,100분,14세 이상 관람가,3.1,96.9,3.5,40,39.3,13.7,2.1,"['스포츠','로맨스','가족','성장']",0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://ticketimage.interpark.com/Play/image/large/21/21011871_p.gif
2022,킹아더 (Musical King Arthur),홍익대 대학로 아트센터 대극장,2022.03.22 ~2022.06.06,150분(인터미션 20분 포함),8세이상 관람가능,8,92,3.2,29.7,31.3,24.7,8.8,"['로맨스','복수','드라마']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,https://ticketimage.interpark.com/Play/image/large/22/22001580_p.gif
