year,title,place,duration,playtime,playage,male,female,10s,20s,30s,40s,50s,category,코미디,판타지,미스터리,공포,액션,가족,모험,전쟁,시대극,범죄,로맨스,종교,퀴어,스포츠,정치,법정,재난,성장,소설원작,영화원작,실화기반,우정,청춘,복수,키즈,폭력,선정,드라마,스릴러,image_url
2019,스위니토드,샤롯데씨어터,2019.10.02 ~2020.01.27,165분(인터미션 20분 포함),중학생이상 관람가,18.8,81.2,6.6,38.1,34.3,15.9,4.5,"['범죄','스릴러','공포','폭력']",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,https://ticketimage.interpark.com/Play/image/large/22/22013271_p.gif
2019,그날들,블루스퀘어 인터파크홀,2019.02.22 ~2019.05.06,165분(인터미션 20분 포함),8세이상 관람가능,14.8,85.2,6.3,35.9,33.7,17,5.7,"['드라마','우정','로맨스']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,https://ticketimage.interpark.com/Play/image/large/20/20007956_p.gif
2019,벤허,블루스퀘어 인터파크홀,2019.07.30 ~2019.10.13,155분(인터미션 20분 포함),만 7세이상,16,84,5.9,37,31.4,18.5,6,"['소설원작','시대극','전쟁','드라마','가족']",0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,https://ticketimage.interpark.com/Play/image/large/19/19007343_p.gif
2019,레베카,충무아트센터 대극장,2019.11.16 ~2020.03.15,170분(인터미션 20분 포함),8세이상 관람가능,23.5,76.5,4.3,36.2,34.7,17.4,6.3,"['로맨스','스릴러','미스터리','소설원작']",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,https://ticketimage.interpark.com/Play/image/large/21/21009146_p.gif
2019,마리 앙투아네트,디큐브아트센터,2019.08.24 ~2019.11.17,180분(인터미션 20분 포함),8세이상 관람가능,16.1,83.9,6.2,36.2,32.3,17.1,6.7,"['소설원작','시대극','정치']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://ticketimage.interpark.com/Play/image/large/21/21004304_p.gif
2019,헤드윅,홍익대 대학로 아트센터 대극장,2019.08.16 ~2019.11.03,120분,만 15세이상,10.7,89.3,4.5,36.2,38,16.2,4.3,"['퀴어','성장','로맨스']",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://ticketimage.interpark.com/Play/image/large/21/21005689_p.gif
2019,팬레터,두산아트센터 연강홀,2019.11.07 ~2020.02.02,145분(인터미션 15분 포함),중학생이상 관람가,4.9,95.1,9.1,46.8,32.3,8.9,2,"['미스터리','시대극','성장','청춘']",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,https://ticketimage.interpark.com/Play/image/large/21/21010169_p.gif
2019,그리스,디큐브아트센터,2019.04.30 ~2019.08.11,165분(인터미션 20분 포함),8세이상 관람가능,22.6,77.4,3.5,32.9,31.4,23.7,7.4,"['액션','로맨스','성장','청춘','드라마']",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,https://ticketimage.interpark.com/Play/image/large/19/19002274_p.gif
2019,보디가드,LG아트센터,2019.11.28 ~2020.02.23,140분(인터미션 20분 포함),8세이상 관람가능,35.1,64.9,1,24.7,39.8,24.1,8.4,"['액션','로맨스','스릴러']",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,https://ticketimage.interpark.com/Play/image/large/19/19014598_p.gif
2019,신흥무관학교,광림아트센터 BBCH홀,2019.02.27 ~2019.04.21,165분(인터미션 20분 포함),만 7세이상,9.1,90.9,6,39.6,32.3,16.6,4.6,"['청춘','우정','성장']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,https://ticketimage.interpark.com/Play/image/large/19/19001485_p.gif
2019,스쿨 오브 락 (Musical School Of Rock),샤롯데씨어터,2019.06.07 ~2019.08.25,160분(인터미션 20분 포함),8세이상 관람가능,30.4,69.6,1.5,20,30.6,39.5,7.3,"['코미디','드라마','성장','우정','로맨스']",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,https://ticketimage.interpark.com/Play/image/large/19/19006031_p.gif
2019,푸에르자부르타 웨이라,잠실종합운동장 FB씨어터,2019.04.23 ~2019.08.11,70분,만 7세이상,21.8,78.2,2.2,50.1,36.7,7.8,2.6,['액션'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://ticketimage.interpark.com/Play/image/large/19/19002028_p.gif
2019,귀환,올림픽공원 우리금융아트홀,2019.10.22 ~2019.12.01,155분(인터미션 20분 포함),8세이상 관람가능,2,98,9.1,55.2,27,6.7,1.6,"['전쟁','시대극','실화기반','폭력']",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,https://ticketimage.interpark.com/Play/image/large/19/19012487_p.gif
2019,겨울왕국 : 디즈니 온 아이스 (Disney On Ice presents Frozen),목동 아이스링크,2019.07.31 ~2019.08.11,120분(인터미션 20분 포함),전체관람가,26.1,73.9,0.5,6,57.2,32.3,2.9,"['키즈','판타지']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,https://ticketimage.interpark.com/Play/image/large/19/19007193_p.gif
2019,경종수정실록,대학로 TOM(티오엠) 1관,2019.10.27 ~2020.01.12,110분,만 13세이상,2.6,97.4,5.7,43,38.8,9.7,1.9,"['시대극','드라마','정치']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,https://ticketimage.interpark.com/Play/image/large/21/21006978_p.gif
2019,시라노,광림아트센터 BBCH홀,2019.08.10 ~2019.10.13,170분(인터미션 20분 포함),8세이상 관람가능,17.2,82.8,6.3,38.9,35.3,15.1,3.6,"['로맨스','성장','드라마']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,https://ticketimage.interpark.com/Play/image/large/19/19008824_p.gif
2019,빨래,동양예술극장 1관 (4층),2019.01.15 ~2019.09.01,160분(인터미션 15분 포함),14세 이상 관람가,27.5,72.5,5,38.3,29.7,19,7.2,"['드라마','가족','로맨스','시대극']",0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,https://ticketimage.interpark.com/Play/image/large/23/23000548_p.gif
2019,빅 피쉬,예술의전당 CJ 토월극장,2019.12.04 ~2020.02.09,160분(인터미션 20분 포함),8세이상 관람가능,24.9,75.1,4.3,31.5,33.4,21.6,8,"['가족', '미스터리', '드라마','영화원작']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,https://ticketimage.interpark.com/Play/image/large/19/19014353_p.gif
2019,플래시댄스,세종문화회관 대극장,2019.01.18 ~2019.02.17,150분(인터미션 20분 포함),중학생이상 관람가,34.9,65.1,0.8,15.4,24.5,30.4,23,['로맨스'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://ticketimage.interpark.com/Play/image/large/P0/P0001611_p.gif
2019,해적,드림아트센터 2관,2019.03.10 ~2019.05.19,110분,만 13세이상,2.9,97.1,5.2,54.3,32.9,5.2,1.6,"['모험','미스터리','로맨스']",0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://ticketimage.interpark.com/Play/image/large/23/23001691_p.gif
2019,시티오브엔젤,충무아트센터 대극장,2019.08.07 ~2019.10.20,155분(인터미션 15분 포함),중학생이상 관람가,26.8,73.2,1.5,28.2,40.7,21.6,6.8,"['미스터리','범죄','로맨스']",0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://ticketimage.interpark.com/Play/image/large/19/19008881_p.gif
2019,미아 파밀리아,드림아트센터 2관,2019.05.28 ~2019.08.11,100분,중학생이상 관람가,3.2,96.8,3.6,40.3,39.6,12.2,2.8,['코미디'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://ticketimage.interpark.com/Play/image/large/22/22004990_p.gif
2019,록키호러쇼,홍익대 대학로 아트센터 대극장,2019.05.17 ~2019.07.28,130분(인터미션 15분 포함),만 18세이상,10.1,89.9,8.1,52.7,28.6,7.9,2.2,"['미스터리','모험','로맨스']",0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://ticketimage.interpark.com/Play/image/large/19/19005857_p.gif
2019,니진스키,대학로 아트원씨어터 1관,2019.05.28 ~2019.08.18,105분,중학생이상 관람가,2.6,97.4,5.4,42.3,38.3,11,2.2,"['스포츠','성장','복수','드라마']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,https://ticketimage.interpark.com/Play/image/large/22/22003199_p.gif
2019,"스웨그에이지 : 외쳐, 조선!",두산아트센터 연강홀,2019.06.18 ~2019.08.25,150분(인터미션 15분 포함),만 7세이상,8,92,2.5,30.6,41.6,20.2,3.9,"['판타지','시대극','복수','드라마']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,https://ticketimage.interpark.com/Play/image/large/20/20010593_p.gif
2020,모차르트!,세종문화회관 대극장,2020.06.16 ~2020.08.20,175분(인터미션 20분 포함),8세이상 관람가능,20.8,79.2,5.7,46.2,27.4,14.8,5.1,"['가족','실화기반']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,https://ticketimage.interpark.com/Play/image/large/P0/P0001849_p.gif
2020,드라큘라 (Dracula：The Musical),샤롯데씨어터,2020.02.11 ~2020.06.07,165분(인터미션 20분 포함),14세 이상 관람가,13.1,86.9,4.7,46.2,31.8,12.9,3.7,"['판타지','소설기반','로맨스','폭력']",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,https://ticketimage.interpark.com/Play/image/large/21/21002720_p.gif
2020,렌트,대성 디큐브아트센터,2020.06.13 ~2020.08.22,160분(인터미션 20분 포함),14세 이상 관람가,16.2,83.8,5.5,42.5,32.3,14.8,4.1,"['청춘','성장','우정','로맨스','드라마']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,https://ticketimage.interpark.com/Play/image/large/20/20003508_p.gif
2020,비스티,서경대학교 공연예술센터 스콘1관,2020.08.30 ~2020.11.15,120분,만 13세이상,3.2,96.8,5.4,45.1,37,8.6,2.5,"['우정','청춘','복수']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,https://ticketimage.interpark.com/Play/image/large/23/23005030_p.gif
2020,썸씽로튼 (Musical Something Rotten!),충무아트센터 대극장,2020.08.07 ~2020.10.18,160분(인터미션 20분 포함),8세이상 관람가능,8.9,91.1,7.6,44.3,29.1,14.6,3.7,['코미디'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://ticketimage.interpark.com/Play/image/large/20/20004934_p.gif
2020,미오 프라텔로,드림아트센터 1관,2020.09.29 ~2021.01.31,100분,만 13세이상,3.3,96.7,4.4,48.2,36.5,7.5,2.1,"['우정','미스터리','판타지','로맨스']",0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,https://ticketimage.interpark.com/Play/image/large/22/22001335_p.gif
2020,알렉산더,드림아트센터 2관,2020.04.05 ~2020.06.28,100분,만 12세이상,3.2,96.8,3.5,50.3,33.3,9.1,2.6,"['시대극','스포츠','성장','드라마']",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,https://ticketimage.interpark.com/Play/image/large/20/20003150_p.gif
2020,브라더스 까라마조프,대학로 자유극장,2020.02.07 ~2020.05.03,100분,만 13세이상,2.3,97.7,5.9,51.5,32.5,7.3,1.9,"['소설기반','미스터리','범죄']",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://ticketimage.interpark.com/Play/image/large/23/23002872_p.gif
2020,고스트,디큐브아트센터,2020.10.06 ~2021.03.14,165분(인터미션 20분 포함),8세이상 관람가능,24.7,75.3,4.6,36.9,31.4,19.7,6.4,"['로맨스','범죄','판타지']",0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://ticketimage.interpark.com/Play/image/large/20/20006092_p.gif
2020,베르테르,광림아트센터 BBCH홀,2020.08.28 ~2020.11.01,155분(인터미션 20분 포함),8세이상 관람가능,10.2,89.8,9.4,40.7,29.6,16.1,3.5,"['소설기반','드라마','로맨스']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,https://ticketimage.interpark.com/Play/image/large/20/20005095_p.gif
2020,차미,충무아트센터 중극장 블랙,2020.04.14 ~2020.07.05,110분,미취학아동입장불가,7.6,92.4,5.9,46.7,34,9.7,2.7,"['미스터리','로맨스','성장']",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://ticketimage.interpark.com/Play/image/large/20/20002836_p.gif
2020,전설의 리틀 농구단,동덕여대 공연예술센터 코튼홀,2020.07.04 ~2020.08.30,100분,만 7세이상,2.7,97.3,7.9,53.6,30.6,6,1.2,"['판타지','우정','성장']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,https://ticketimage.interpark.com/Play/image/large/20/20003987_p.gif
2020,마리 퀴리,홍익대 대학로 아트센터 대극장,2020.07.30 ~2020.09.27,150분(인터미션 15분 포함),중학생이상 관람가,14.8,85.2,6.7,48.9,29.2,11.3,3.4,"['실화기반','가족','법정']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,https://ticketimage.interpark.com/Play/image/large/20/20005173_p.gif
2020,시데레우스,대학로 아트원씨어터 1관,2020.08.12 ~2020.10.25,100분,8세이상 관람가능,3.9,96.1,9.1,49.6,31.3,8.2,1.6,"['법정','드라마']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,https://ticketimage.interpark.com/Play/image/large/20/20005205_p.gif
2020,제이미,LG아트센터,2020.07.04 ~2020.09.12,165분(인터미션 20분 포함),중학생이상 관람가,7.8,92.2,6.9,44.3,31.4,13.4,3.3,"['우정','퀴어','성장']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,https://ticketimage.interpark.com/Play/image/large/20/20003711_p.gif
2020,풍월주,대학로 아트원씨어터 1관,2020.05.27 ~2020.08.02,110분,14세 이상 관람가,3.8,96.2,5.1,40.4,41.6,10.2,1.9,"['시대극','로맨스','우정','드라마']",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,https://ticketimage.interpark.com/Play/image/large/20/20003523_p.gif
2020,아킬레스,드림아트센터 2관,2020.10.04 ~2021.01.24,110분,만 15세이상,3.5,96.5,3.7,44.5,34.5,11,4.5,"['공포','가족','시대극','정치','폭력']",0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,https://ticketimage.interpark.com/Play/image/large/20/20007576_p.gif
2020,머더 발라드,세종문화회관 S씨어터,2020.08.11 ~2020.11.15,90분,만 16세이상,5.4,94.6,5.5,45.2,33.7,11.9,2.6,['로맨스'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://ticketimage.interpark.com/Play/image/large/P0/P0002368_p.gif
2020,미스트,대학로 TOM(티오엠) 1관,2020.01.18 ~2020.03.29,100분,만 13세이상,3.2,96.8,3.5,43.9,39.2,10.6,1.9,"['미스터리','시대극','로맨스']",0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://ticketimage.interpark.com/Play/image/large/19/19018628_p.gif
2020,개와 고양이의 시간,드림아트센터 1관,2020.07.07 ~2020.09.20,110분,만 13세이상,4,96,4.4,41,36.1,13,4.3,"['우정','성장']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,https://ticketimage.interpark.com/Play/image/large/21/21006977_p.gif
2020,블랙메리포핀스,대학로 TOM(티오엠) 1관,2020.10.27 ~2021.01.24,100분,만 15세이상,5.2,94.8,7.5,49.1,31.6,8.3,2.1,"['미스터리','스릴러']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,https://ticketimage.interpark.com/Play/image/large/20/20007700_p.gif
2020,블러디 사일런스 : 류진 더 뱀파이어 헌터,대학로 TOM(티오엠) 2관,2020.08.15 ~2020.11.01,90분,만 10세이상,3,97,5.5,49.5,35.5,6.6,1.9,"['로맨스','미스터리','판타지','스릴러']",0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,https://ticketimage.interpark.com/Play/image/large/20/20005654_p.gif
2020,난설,콘텐츠 그라운드,2020.06.30 ~2020.09.06,100분,만 13세이상,4.9,95.1,5.4,49.6,31.8,10.6,1.6,['가족'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://ticketimage.interpark.com/Play/image/large/20/20004090_p.gif
2021,프랑켄슈타인,블루스퀘어 신한카드홀,2021.11.24 ~2022.02.20,175분(인터미션 20분 포함),중학생이상 관람가,11.7,88.3,9,49.6,25.2,11.5,4.1,"['미스터리','공포','소설원작','폭력' ] ",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,https://ticketimage.interpark.com/Play/image/large/21/21008252_p.gif
2021,엑스칼리버,블루스퀘어 신한카드홀(구 인터파크홀),2021.08.17 ~2021.11.07,160분(인터미션 20분 포함),8세이상 관람가능,9.5,90.5,9.7,47.9,25.1,12.1,4.4,"['판타지','모험','시대극','로맨스','성장']",0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://ticketimage.interpark.com/Play/image/large/21/21005816_p.gif
2021,지킬앤하이드 (Jekyll＆Hyde),샤롯데씨어터,2021.10.19 ~2022.05.08,170분(인터미션 20분 포함),14세 이상 관람가,24.8,75.2,6.3,39.1,30.7,16.8,6,"['소설원작','스릴러']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,https://ticketimage.interpark.com/Play/image/large/21/21007693_p.gif
2021,하데스타운,LG아트센터,2021.09.07 ~2022.02.27,155분(인터미션 20분 포함),미취학아동입장불가,11.9,88.1,6.2,49.6,27.5,11.6,4.2,"['소설원작','로맨스','시대극','판타지']",0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://ticketimage.interpark.com/Play/image/large/21/21005196_p.gif
2021,그레이트 코멧,유니버설아트센터,2021.03.20 ~2021.05.30,160분(인터미션 20분 포함),만 7세이상,13.9,86.1,5,38,31.7,18.2,5.9,"['소설원작','시대극','로맨스','전쟁']",0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://ticketimage.interpark.com/Play/image/large/21/21001000_p.gif
2021,광화문 연가,예술의전당 오페라극장,2021.07.16 ~2021.09.05,160분(인터미션 20분 포함),8세이상 관람가능,21.3,78.7,4.9,35.1,26.7,22.1,9.5,"['로맨스','성장','청춘','드라마']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,https://ticketimage.interpark.com/Play/image/large/21/21004339_p.gif
2021,와일드 그레이,대학로 아트원씨어터 1관,2021.06.03 ~2021.08.29,110분,만 15세이상,3.5,96.5,5.8,44.5,35.6,10,2.3,"['소설기반','로맨스','범죄','법정']",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,https://ticketimage.interpark.com/Play/image/large/21/21003704_p.gif
2021,위키드,부산 드림씨어터,2021.05.20 ~2021.06.27,170분(인터미션 20분 포함),8세이상 관람가능,21.1,78.9,4.5,45.7,30.1,14.8,4.3,"['판타지','우정','소설원작']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,https://ticketimage.interpark.com/Play/image/large/21/21002454_p.gif
2021,비틀쥬스,세종문화회관 대극장,2021.07.06 ~2021.08.08,150분(인터미션 20분 포함),8세이상 관람가능,22.9,77.1,4.5,38,32,19.1,5.7,"['스릴러','공포','판타지']",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,https://ticketimage.interpark.com/Play/image/large/21/21003471_p.gif
2021,레드북,홍익대 대학로 아트센터 대극장,2021.06.04 ~2021.08.26,160분(인터미션 15분 포함),만 13세이상,11.6,88.4,8.7,54.8,24.3,9.3,2.4,"['시대극','성장','청춘','선정']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,https://ticketimage.interpark.com/Play/image/large/23/23001738_p.gif
2021,맨오브라만차,충무아트센터 대극장,2021.03.24 ~2021.05.16,170분(인터미션 20분 포함),14세 이상 관람가,18.5,81.5,4.2,33.1,33.8,21.4,6,"['소설원작','법정','우정','모험']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,https://ticketimage.interpark.com/Play/image/large/21/21001625_p.gif
2021,명성황후,예술의전당 오페라극장,2021.01.19 ~2021.03.07,160분(인터미션 20분 포함),8세이상 관람가능,16.7,83.3,7.6,35.6,28.8,20,6.7,"['시대극','전쟁','실화기반','폭력','범죄']",0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,https://ticketimage.interpark.com/Play/image/large/20/20009551_p.gif
2021,몬테크리스토,LG아트센터,2020.11.17 ~2021.03.28,160분(인터미션 20분 포함),8세이상 관람가능,25.1,74.9,4,34.5,34.3,19.9,6.3,"['소설원작','복수','로맨스']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,https://ticketimage.interpark.com/Play/image/large/20/20007937_p.gif
2021,트레이스 유,백암아트홀,2021.09.08 ~2021.11.28,105분,중학생이상 관람가,3.3,96.7,4.7,40.3,37.6,12.2,3,"['스릴러','미스터리']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,https://ticketimage.interpark.com/Play/image/large/23/23004834_p.gif
2021,라 레볼뤼시옹,대학로 자유극장,2021.05.18 ~2021.08.01,100분,만 15세이상,3.1,96.9,3.9,42,34.2,13.4,4.5,"['모험','시대극','정치']",0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://ticketimage.interpark.com/Play/image/large/21/21003166_p.gif
2021,곤 투모로우,홍익대 대학로 아트센터 대극장,2021.12.04 ~2022.02.27,150분(인터미션 20분 포함),8세이상 관람가능,2.9,97.1,4,36.9,38.4,15.5,3.5,"['소설원작','전쟁','시대극','정치','성장']",0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,https://ticketimage.interpark.com/Play/image/large/21/21009896_p.gif
2021,잭더리퍼,한전아트센터,2021.12.03 ~2022.02.05,150분(인터미션 20분 포함),만 7세이상,14,86,7.5,45.6,26.9,14.3,5.3,"['실화기반','범죄','선정','폭력','스릴러']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,https://ticketimage.interpark.com/Play/image/large/21/21010803_p.gif
2021,V 에버 애프터,예스24스테이지 2관,2021.09.12 ~2021.12.05,95분,만 12세이상,4.8,95.2,7.3,51.4,31.2,6.1,2.2,"['시대극,'판타지','정치','로맨스','공포']",0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://ticketimage.interpark.com/Play/image/large/22/22007433_p.gif
2021,"마마,돈크라이",두산아트센터 연강홀,2021.05.27 ~2021.08.22,100분,만 14세이상,4,96,3.9,37,33.4,18.1,5.8,"['판타지','로맨스','스릴러']",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,https://ticketimage.interpark.com/Play/image/large/21/21003130_p.gif
2021,어쩌면 해피엔딩,예스24스테이지 1관,2021.06.22 ~2021.09.05,110분,14세 이상 관람가,13,87,10.3,52.3,25.4,9.5,2.1,"['드라마','로맨스','판타지']",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,https://ticketimage.interpark.com/Play/image/large/21/21003923_p.gif
2021,엔딩 노트,대학로 자유극장,2021.11.09 ~2022.01.30,100분,만 13세이상,2.8,97.2,7.6,40.3,37.9,9.5,2.4,"['성장','우정','드라마','가족']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,https://ticketimage.interpark.com/Play/image/large/21/21009213_p.gif
2021,창업,SH아트홀,2021.08.27 ~2022.01.30,110분,초등학생이상 관람가,2.5,97.5,6.5,49.5,29.3,8.9,4.9,"['시대극','판타지','코미디','정치']",1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://ticketimage.interpark.com/Play/image/large/21/21006998_p.gif
2021,아가사 (AGATHA),대학로 유니플렉스 1관,2021.08.24 ~2021.11.14,135분(인터미션 10분 포함),14세 이상 관람가,5.5,94.5,7,49.1,30.7,9.7,2.6,"['소설원작','미스터리']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://ticketimage.interpark.com/Play/image/large/21/21006407_p.gif
2021,멸화군,대학로 TOM(티오엠) 1관,2021.10.05 ~2022.01.02,100분,8세이상 관람가능,4.6,95.4,7.8,42.5,34.4,12.3,2.5,"['시대극','미스터리','재난']",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,https://ticketimage.interpark.com/Play/image/large/21/21007516_p.gif
